YearID,MonthID,MNo,Total
2014,5,291,3
2014,5,293,173
2014,5,297,26
2014,5,301,1
2014,6,20,9
2014,6,21,11
2014,6,76,9
2014,6,84,17
2014,6,114,11
2014,6,129,3
2014,6,135,3
2014,6,176,64
2014,6,182,5
2014,6,183,4
2014,6,184,46
2014,6,190,1
2014,6,200,3
2014,6,203,1
2014,6,224,3
2014,6,234,13
2014,6,237,1
2014,6,241,1
2014,6,244,3
2014,6,245,2
2014,6,246,8
2014,6,247,3
2014,6,254,12
2014,6,267,84
2014,6,279,5
2014,6,281,2
2014,6,284,2
2014,6,287,19
2014,6,288,2
2014,6,289,6
2014,6,290,1
2014,6,291,6
2014,6,293,204
2014,6,294,2
2014,6,297,23
2014,6,301,2
2014,7,20,11
2014,7,76,6
2014,7,84,13
2014,7,114,4
2014,7,135,7
2014,7,138,1
2014,7,141,1
2014,7,176,68
2014,7,182,6
2014,7,184,14
2014,7,200,6
2014,7,223,6
2014,7,234,8
2014,7,244,3
2014,7,246,6
2014,7,247,4
2014,7,254,4
2014,7,266,1
2014,7,267,51
2014,7,279,1
2014,7,281,3
2014,7,287,3
2014,7,288,2
2014,7,289,10
2014,7,290,2
2014,7,291,3
2014,7,293,195
2014,7,297,14
2014,7,311,1
2014,8,20,6
2014,8,76,9
2014,8,84,19
2014,8,114,3
2014,8,129,1
2014,8,135,4
2014,8,138,7
2014,8,163,1
2014,8,171,1
2014,8,176,61
2014,8,182,1
2014,8,184,23
2014,8,187,1
2014,8,200,2
2014,8,223,1
2014,8,234,9
2014,8,244,3
2014,8,245,1
2014,8,246,6
2014,8,247,2
2014,8,248,1
2014,8,254,1
2014,8,267,58
2014,8,281,1
2014,8,284,1
2014,8,287,15
2014,8,289,2
2014,8,291,2
2014,8,293,257
2014,8,294,2
2014,8,297,21
2014,8,309,1
2014,8,313,2
2014,8,314,12
2014,8,315,4
2014,8,319,8
2014,9,20,4
2014,9,21,2
2014,9,76,16
2014,9,84,19
2014,9,114,10
2014,9,129,4
2014,9,135,2
2014,9,138,2
2014,9,165,1
2014,9,176,72
2014,9,182,4
2014,9,184,18
2014,9,190,1
2014,9,200,6
2014,9,223,3
2014,9,224,7
2014,9,234,10
2014,9,244,7
2014,9,245,1
2014,9,246,10
2014,9,247,6
2014,9,254,2
2014,9,267,59
2014,9,281,2
2014,9,287,10
2014,9,288,2
2014,9,289,2
2014,9,290,4
2014,9,291,3
2014,9,293,361
2014,9,294,4
2014,9,297,27
2014,9,311,1
2014,9,313,7
2014,9,314,15
2014,9,315,1
2014,9,319,18
2014,10,20,1
2014,10,76,23
2014,10,84,14
2014,10,114,14
2014,10,129,9
2014,10,135,1
2014,10,138,2
2014,10,176,55
2014,10,182,9
2014,10,184,20
2014,10,200,18
2014,10,223,8
2014,10,224,2
2014,10,234,2
2014,10,244,3
2014,10,245,3
2014,10,246,10
2014,10,247,3
2014,10,266,1
2014,10,267,44
2014,10,284,1
2014,10,287,14
2014,10,291,6
2014,10,293,266
2014,10,294,2
2014,10,297,17
2014,10,313,1
2014,10,314,6
2014,10,318,1
2014,10,319,2
2014,10,324,7
2014,10,325,1
2014,11,20,5
2014,11,76,18
2014,11,84,23
2014,11,114,15
2014,11,129,1
2014,11,135,5
2014,11,138,1
2014,11,176,83
2014,11,182,6
2014,11,184,14
2014,11,190,7
2014,11,200,19
2014,11,223,3
2014,11,234,6
2014,11,241,2
2014,11,244,4
2014,11,245,2
2014,11,246,12
2014,11,247,1
2014,11,252,1
2014,11,254,1
2014,11,267,47
2014,11,287,3
2014,11,288,4
2014,11,289,16
2014,11,290,5
2014,11,291,2
2014,11,293,276
2014,11,294,2
2014,11,297,18
2014,11,312,2
2014,11,313,1
2014,11,314,8
2014,11,318,2
2014,11,324,18
2014,12,20,5
2014,12,21,1
2014,12,76,11
2014,12,84,30
2014,12,114,14
2014,12,129,4
2014,12,135,4
2014,12,138,1
2014,12,141,1
2014,12,171,9
2014,12,176,64
2014,12,182,7
2014,12,184,23
2014,12,190,2
2014,12,200,18
2014,12,223,5
2014,12,224,5
2014,12,234,7
2014,12,241,1
2014,12,244,8
2014,12,245,1
2014,12,246,9
2014,12,247,2
2014,12,252,1
2014,12,266,1
2014,12,267,55
2014,12,283,1
2014,12,287,3
2014,12,289,18
2014,12,290,6
2014,12,291,10
2014,12,293,296
2014,12,294,3
2014,12,297,14
2014,12,302,1
2014,12,313,4
2014,12,314,10
2014,12,318,2
2014,12,319,5
2014,12,324,5
2014,12,325,1
2014,12,332,1
2014,12,335,1
2014,12,336,1
2014,12,339,8
2014,12,341,2
2015,1,20,8
2015,1,76,2
2015,1,84,32
2015,1,114,10
2015,1,129,6
2015,1,135,4
2015,1,138,1
2015,1,171,2
2015,1,176,1
2015,1,182,7
2015,1,183,1
2015,1,184,14
2015,1,190,4
2015,1,200,18
2015,1,223,1
2015,1,224,3
2015,1,234,5
2015,1,244,7
2015,1,245,3
2015,1,246,2
2015,1,247,1
2015,1,248,2
2015,1,254,1
2015,1,267,49
2015,1,287,9
2015,1,288,1
2015,1,289,2
2015,1,290,2
2015,1,291,8
2015,1,293,246
2015,1,294,4
2015,1,297,12
2015,1,301,1
2015,1,313,5
2015,1,314,5
2015,1,315,1
2015,1,318,1
2015,1,319,52
2015,1,324,1
2015,1,325,1
2015,1,335,1
2015,1,338,3
2015,1,339,16
2015,2,20,12
2015,2,21,1
2015,2,76,7
2015,2,84,15
2015,2,113,1
2015,2,114,10
2015,2,129,1
2015,2,135,8
2015,2,171,1
2015,2,176,1
2015,2,182,9
2015,2,183,1
2015,2,184,10
2015,2,190,2
2015,2,200,6
2015,2,234,9
2015,2,244,2
2015,2,245,4
2015,2,246,8
2015,2,247,1
2015,2,248,3
2015,2,252,3
2015,2,253,1
2015,2,267,38
2015,2,283,2
2015,2,287,8
2015,2,288,1
2015,2,289,4
2015,2,290,1
2015,2,291,9
2015,2,293,249
2015,2,294,2
2015,2,297,20
2015,2,314,7
2015,2,318,3
2015,2,319,41
2015,2,324,6
2015,2,325,2
2015,2,338,1
2015,2,339,5
2015,2,341,2
2015,3,20,7
2015,3,76,13
2015,3,84,28
2015,3,114,9
2015,3,129,1
2015,3,135,2
2015,3,138,1
2015,3,171,1
2015,3,176,1
2015,3,182,4
2015,3,183,1
2015,3,184,18
2015,3,200,15
2015,3,223,1
2015,3,224,2
2015,3,234,7
2015,3,244,1
2015,3,245,2
2015,3,246,14
2015,3,247,4
2015,3,267,21
2015,3,281,1
2015,3,287,12
2015,3,289,2
2015,3,291,2
2015,3,293,337
2015,3,294,3
2015,3,297,15
2015,3,300,1
2015,3,313,6
2015,3,314,7
2015,3,318,4
2015,3,319,58
2015,3,324,3
2015,3,325,3
2015,3,332,4
2015,3,334,2
2015,3,338,6
2015,3,339,6
2015,4,20,21
2015,4,21,2
2015,4,76,12
2015,4,84,29
2015,4,114,12
2015,4,129,5
2015,4,135,9
2015,4,138,9
2015,4,171,3
2015,4,176,3
2015,4,182,18
2015,4,184,26
2015,4,190,2
2015,4,200,20
2015,4,223,2
2015,4,224,5
2015,4,234,11
2015,4,241,1
2015,4,244,12
2015,4,245,3
2015,4,246,11
2015,4,247,3
2015,4,252,2
2015,4,267,60
2015,4,279,1
2015,4,281,3
2015,4,284,1
2015,4,287,12
2015,4,288,7
2015,4,289,3
2015,4,290,5
2015,4,291,4
2015,4,293,426
2015,4,297,13
2015,4,301,2
2015,4,314,4
2015,4,318,2
2015,4,319,60
2015,4,324,1
2015,4,325,1
2015,4,334,2
2015,4,337,3
2015,4,338,1
2015,4,339,5
2015,4,342,1
2015,5,20,16
2015,5,76,20
2015,5,84,30
2015,5,114,11
2015,5,135,5
2015,5,138,5
2015,5,171,1
2015,5,176,1
2015,5,182,8
2015,5,184,14
2015,5,190,1
2015,5,200,9
2015,5,223,9
2015,5,224,4
2015,5,234,12
2015,5,244,3
2015,5,245,3
2015,5,246,7
2015,5,247,9
2015,5,248,1
2015,5,267,45
2015,5,281,3
2015,5,287,49
2015,5,289,5
2015,5,290,4
2015,5,291,4
2015,5,293,398
2015,5,294,2
2015,5,297,34
2015,5,311,1
2015,5,314,4
2015,5,319,51
2015,5,321,9
2015,5,324,2
2015,5,325,2
2015,5,337,4
2015,5,339,25
2015,6,20,20
2015,6,21,3
2015,6,76,12
2015,6,84,21
2015,6,114,12
2015,6,129,2
2015,6,135,7
2015,6,138,3
2015,6,141,1
2015,6,163,1
2015,6,176,7
2015,6,182,7
2015,6,184,32
2015,6,190,4
2015,6,200,18
2015,6,223,6
2015,6,224,2
2015,6,234,17
2015,6,237,1
2015,6,244,2
2015,6,245,1
2015,6,246,14
2015,6,247,4
2015,6,248,1
2015,6,252,1
2015,6,254,3
2015,6,267,36
2015,6,281,3
2015,6,287,23
2015,6,289,9
2015,6,290,3
2015,6,291,2
2015,6,293,396
2015,6,297,21
2015,6,314,7
2015,6,319,48
2015,6,321,11
2015,6,324,4
2015,6,328,1
2015,6,333,2
2015,6,334,4
2015,6,335,1
2015,6,336,2
2015,6,337,1
2015,6,339,21
2015,7,20,4
2015,7,76,3
2015,7,84,23
2015,7,114,18
2015,7,135,7
2015,7,138,1
2015,7,171,2
2015,7,176,19
2015,7,182,10
2015,7,184,14
2015,7,200,11
2015,7,223,4
2015,7,224,4
2015,7,234,7
2015,7,244,1
2015,7,245,1
2015,7,246,8
2015,7,247,4
2015,7,248,5
2015,7,267,34
2015,7,281,4
2015,7,287,18
2015,7,289,4
2015,7,290,1
2015,7,293,292
2015,7,297,12
2015,7,300,1
2015,7,314,8
2015,7,319,16
2015,7,321,1
2015,7,328,1
2015,7,333,1
2015,7,334,2
2015,7,335,1
2015,7,339,18
2015,8,20,16
2015,8,76,12
2015,8,84,24
2015,8,114,6
2015,8,138,9
2015,8,171,1
2015,8,176,29
2015,8,182,11
2015,8,184,21
2015,8,190,14
2015,8,200,13
2015,8,223,9
2015,8,224,6
2015,8,234,12
2015,8,244,3
2015,8,246,17
2015,8,247,2
2015,8,254,1
2015,8,264,2
2015,8,267,48
2015,8,281,4
2015,8,287,17
2015,8,289,4
2015,8,290,2
2015,8,293,401
2015,8,294,1
2015,8,297,19
2015,8,307,1
2015,8,313,1
2015,8,314,7
2015,8,319,14
2015,8,321,7
2015,8,324,3
2015,8,334,1
2015,8,335,1
2015,8,337,1
2015,8,339,48
2015,8,341,1
2015,8,353,2
2015,9,20,11
2015,9,21,1
2015,9,76,6
2015,9,84,11
2015,9,114,3
2015,9,135,4
2015,9,138,1
2015,9,171,2
2015,9,176,29
2015,9,182,7
2015,9,184,12
2015,9,190,1
2015,9,200,6
2015,9,223,8
2015,9,224,3
2015,9,234,1
2015,9,244,2
2015,9,245,2
2015,9,246,6
2015,9,247,2
2015,9,264,9
2015,9,267,35
2015,9,281,5
2015,9,287,20
2015,9,288,1
2015,9,289,3
2015,9,293,313
2015,9,297,8
2015,9,314,9
2015,9,319,4
2015,9,321,5
2015,9,324,3
2015,9,336,1
2015,9,337,5
2015,9,339,29
2015,9,342,6
2015,9,348,2
2015,9,350,2
2015,10,20,8
2015,10,76,22
2015,10,84,14
2015,10,114,21
2015,10,135,2
2015,10,138,5
2015,10,171,32
2015,10,176,26
2015,10,182,10
2015,10,184,22
2015,10,190,4
2015,10,200,18
2015,10,223,13
2015,10,224,1
2015,10,234,8
2015,10,244,3
2015,10,245,2
2015,10,246,8
2015,10,247,7
2015,10,248,2
2015,10,254,2
2015,10,264,10
2015,10,267,29
2015,10,281,1
2015,10,287,19
2015,10,289,3
2015,10,290,4
2015,10,293,281
2015,10,297,14
2015,10,314,5
2015,10,319,1
2015,10,321,8
2015,10,324,11
2015,10,325,4
2015,10,335,6
2015,10,339,21
2015,10,342,15
2015,10,348,1
2015,10,351,1
2015,10,352,3
2015,11,20,1
2015,11,21,2
2015,11,76,2
2015,11,84,17
2015,11,114,19
2015,11,135,10
2015,11,138,3
2015,11,140,1
2015,11,171,17
2015,11,176,19
2015,11,182,4
2015,11,184,14
2015,11,190,23
2015,11,200,15
2015,11,223,14
2015,11,234,3
2015,11,244,4
2015,11,245,3
2015,11,246,9
2015,11,247,2
2015,11,248,3
2015,11,252,2
2015,11,264,11
2015,11,267,19
2015,11,281,4
2015,11,287,21
2015,11,289,14
2015,11,290,5
2015,11,293,198
2015,11,294,1
2015,11,297,14
2015,11,314,3
2015,11,319,1
2015,11,321,5
2015,11,324,9
2015,11,325,6
2015,11,336,1
2015,11,337,1
2015,11,338,1
2015,11,339,61
2015,11,342,27
2015,11,352,1
2015,11,356,1
2015,11,360,3
2015,12,20,6
2015,12,21,2
2015,12,76,1
2015,12,84,22
2015,12,114,7
2015,12,135,6
2015,12,138,2
2015,12,171,32
2015,12,176,14
2015,12,182,2
2015,12,184,8
2015,12,190,1
2015,12,200,51
2015,12,223,12
2015,12,224,1
2015,12,234,4
2015,12,244,1
2015,12,245,1
2015,12,246,7
2015,12,247,4
2015,12,248,6
2015,12,254,34
2015,12,264,8
2015,12,267,37
2015,12,281,5
2015,12,287,13
2015,12,289,1
2015,12,290,1
2015,12,293,177
2015,12,297,9
2015,12,300,1
2015,12,307,1
2015,12,314,4
2015,12,321,4
2015,12,325,5
2015,12,339,81
2015,12,342,30
2015,12,356,27
2015,12,360,1
2016,1,20,2
2016,1,21,2
2016,1,84,18
2016,1,114,4
2016,1,135,3
2016,1,171,25
2016,1,176,32
2016,1,182,2
2016,1,184,10
2016,1,200,16
2016,1,224,10
2016,1,234,6
2016,1,244,1
2016,1,246,10
2016,1,247,5
2016,1,248,1
2016,1,252,1
2016,1,254,6
2016,1,264,29
2016,1,267,18
2016,1,281,1
2016,1,287,12
2016,1,289,3
2016,1,290,9
2016,1,293,212
2016,1,297,12
2016,1,300,1
2016,1,307,1
2016,1,313,1
2016,1,314,9
2016,1,319,4
2016,1,320,22
2016,1,321,4
2016,1,324,2
2016,1,325,2
2016,1,328,4
2016,1,332,3
2016,1,337,1
2016,1,338,8
2016,1,339,77
2016,1,342,10
2016,1,356,15
2016,1,358,2
2016,1,360,4
2016,2,20,8
2016,2,76,1
2016,2,84,24
2016,2,114,16
2016,2,135,4
2016,2,138,1
2016,2,141,2
2016,2,171,34
2016,2,176,42
2016,2,184,17
2016,2,190,4
2016,2,200,17
2016,2,223,26
2016,2,224,1
2016,2,234,4
2016,2,241,1
2016,2,244,2
2016,2,245,3
2016,2,246,13
2016,2,247,6
2016,2,248,6
2016,2,252,2
2016,2,264,20
2016,2,267,26
2016,2,281,7
2016,2,287,7
2016,2,288,3
2016,2,289,2
2016,2,290,4
2016,2,293,253
2016,2,297,13
2016,2,300,1
2016,2,314,3
2016,2,319,1
2016,2,320,1
2016,2,321,16
2016,2,324,8
2016,2,328,1
2016,2,332,5
2016,2,335,2
2016,2,337,1
2016,2,338,6
2016,2,339,140
2016,2,341,1
2016,2,342,2
2016,2,356,15
2016,2,358,2
2016,2,360,4
2016,3,20,7
2016,3,21,1
2016,3,76,2
2016,3,84,32
2016,3,114,16
2016,3,115,1
2016,3,135,1
2016,3,141,1
2016,3,170,3
2016,3,171,80
2016,3,176,42
2016,3,182,13
2016,3,184,30
2016,3,190,21
2016,3,200,52
2016,3,219,1
2016,3,223,31
2016,3,224,4
2016,3,234,8
2016,3,241,1
2016,3,244,2
2016,3,245,3
2016,3,246,17
2016,3,247,8
2016,3,248,5
2016,3,252,4
2016,3,254,3
2016,3,264,25
2016,3,267,33
2016,3,281,7
2016,3,287,23
2016,3,289,2
2016,3,290,2
2016,3,293,350
2016,3,297,12
2016,3,314,4
2016,3,315,3
2016,3,321,10
2016,3,324,12
2016,3,336,1
2016,3,337,3
2016,3,339,136
2016,3,342,6
2016,3,348,4
2016,3,351,1
2016,3,353,3
2016,3,356,14
2016,3,358,1
2016,3,360,1
2016,4,20,7
2016,4,21,4
2016,4,76,1
2016,4,84,25
2016,4,114,11
2016,4,135,2
2016,4,159,1
2016,4,170,2
2016,4,171,67
2016,4,176,48
2016,4,182,19
2016,4,184,26
2016,4,190,9
2016,4,200,13
2016,4,223,12
2016,4,224,14
2016,4,234,8
2016,4,245,1
2016,4,246,14
2016,4,247,10
2016,4,252,18
2016,4,264,32
2016,4,267,27
2016,4,281,5
2016,4,287,40
2016,4,288,1
2016,4,289,2
2016,4,290,4
2016,4,293,407
2016,4,297,15
2016,4,307,1
2016,4,314,2
2016,4,315,2
2016,4,321,3
2016,4,324,3
2016,4,325,2
2016,4,332,6
2016,4,339,55
2016,4,348,2
2016,4,351,1
2016,4,352,2
2016,4,356,13
2016,4,357,1
2016,4,360,3
2016,4,361,4
2016,5,20,10
2016,5,21,6
2016,5,76,3
2016,5,84,15
2016,5,114,13
2016,5,117,1
2016,5,135,7
2016,5,138,3
2016,5,140,1
2016,5,171,61
2016,5,176,26
2016,5,182,4
2016,5,184,27
2016,5,190,6
2016,5,200,22
2016,5,223,4
2016,5,224,4
2016,5,234,11
2016,5,244,5
2016,5,245,3
2016,5,246,18
2016,5,247,5
2016,5,252,6
2016,5,264,8
2016,5,267,27
2016,5,281,3
2016,5,287,44
2016,5,288,1
2016,5,289,2
2016,5,290,4
2016,5,293,406
2016,5,297,29
2016,5,308,1
2016,5,313,1
2016,5,314,1
2016,5,315,1
2016,5,319,2
2016,5,320,10
2016,5,321,6
2016,5,324,1
2016,5,328,2
2016,5,334,2
2016,5,335,2
2016,5,336,1
2016,5,339,81
2016,5,342,1
2016,5,350,1
2016,5,351,11
2016,5,356,2
2016,5,360,2
2016,5,361,4
2016,5,362,4
2016,6,20,11
2016,6,76,5
2016,6,84,13
2016,6,114,6
2016,6,135,8
2016,6,138,3
2016,6,159,1
2016,6,171,43
2016,6,176,5
2016,6,182,8
2016,6,184,21
2016,6,190,4
2016,6,200,22
2016,6,223,24
2016,6,224,3
2016,6,234,16
2016,6,244,4
2016,6,245,1
2016,6,246,21
2016,6,247,1
2016,6,248,1
2016,6,252,2
2016,6,264,2
2016,6,267,45
2016,6,281,7
2016,6,287,39
2016,6,288,1
2016,6,289,4
2016,6,290,2
2016,6,293,445
2016,6,297,38
2016,6,300,1
2016,6,307,1
2016,6,311,1
2016,6,314,1
2016,6,319,53
2016,6,320,2
2016,6,321,16
2016,6,325,2
2016,6,339,123
2016,6,342,2
2016,6,352,3
2016,6,353,2
2016,6,356,2
2016,6,358,1
2016,6,361,7
2016,6,362,2
2016,6,364,1
2016,6,365,2
2016,7,20,13
2016,7,21,1
2016,7,84,9
2016,7,114,16
2016,7,135,8
2016,7,138,4
2016,7,171,40
2016,7,176,3
2016,7,182,17
2016,7,184,24
2016,7,190,2
2016,7,200,19
2016,7,223,10
2016,7,224,1
2016,7,237,1
2016,7,244,6
2016,7,246,7
2016,7,247,1
2016,7,252,4
2016,7,264,3
2016,7,267,18
2016,7,281,1
2016,7,287,34
2016,7,290,2
2016,7,293,348
2016,7,297,24
2016,7,300,4
2016,7,314,1
2016,7,319,47
2016,7,320,1
2016,7,321,16
2016,7,328,1
2016,7,336,5
2016,7,339,98
2016,7,345,1
2016,7,352,1
2016,7,358,2
2016,7,360,1
2016,7,361,3
2016,7,362,3
2016,7,368,6
2016,8,20,21
2016,8,21,1
2016,8,76,8
2016,8,84,39
2016,8,114,32
2016,8,135,10
2016,8,171,74
2016,8,176,6
2016,8,182,24
2016,8,184,42
2016,8,190,5
2016,8,200,26
2016,8,223,25
2016,8,224,2
2016,8,234,20
2016,8,244,3
2016,8,246,23
2016,8,247,5
2016,8,251,4
2016,8,252,1
2016,8,264,4
2016,8,267,51
2016,8,281,2
2016,8,287,80
2016,8,290,1
2016,8,293,448
2016,8,297,32
2016,8,319,54
2016,8,320,3
2016,8,321,5
2016,8,332,1
2016,8,336,2
2016,8,337,3
2016,8,339,224
2016,8,351,2
2016,8,352,2
2016,8,353,1
2016,8,356,3
2016,8,358,4
2016,8,360,1
2016,8,362,11
2016,8,368,13
2016,9,20,5
2016,9,21,1
2016,9,76,14
2016,9,84,20
2016,9,114,21
2016,9,135,4
2016,9,171,15
2016,9,182,43
2016,9,184,37
2016,9,190,15
2016,9,200,44
2016,9,223,5
2016,9,224,2
2016,9,234,23
2016,9,244,6
2016,9,245,1
2016,9,246,25
2016,9,247,6
2016,9,251,5
2016,9,252,2
2016,9,264,16
2016,9,267,28
2016,9,281,4
2016,9,287,41
2016,9,289,1
2016,9,290,6
2016,9,293,347
2016,9,297,27
2016,9,300,1
2016,9,319,67
2016,9,320,1
2016,9,321,8
2016,9,325,1
2016,9,328,21
2016,9,332,4
2016,9,333,2
2016,9,337,1
2016,9,339,101
2016,9,352,2
2016,9,353,7
2016,9,358,4
2016,9,360,6
2016,9,361,9
2016,9,362,19
2016,9,364,1
2016,9,365,1
2016,9,368,9
2016,9,369,1
2016,9,374,4
2016,10,20,15
2016,10,21,1
2016,10,76,24
2016,10,84,23
2016,10,114,46
2016,10,135,5
2016,10,138,1
2016,10,171,40
2016,10,182,51
2016,10,184,38
2016,10,190,12
2016,10,200,89
2016,10,223,20
2016,10,224,2
2016,10,234,16
2016,10,244,3
2016,10,245,4
2016,10,246,32
2016,10,247,3
2016,10,251,3
2016,10,264,18
2016,10,267,25
2016,10,281,2
2016,10,287,132
2016,10,289,1
2016,10,290,7
2016,10,293,394
2016,10,297,27
2016,10,319,49
2016,10,320,2
2016,10,321,11
2016,10,325,1
2016,10,328,34
2016,10,333,16
2016,10,337,5
2016,10,339,263
2016,10,345,1
2016,10,351,1
2016,10,352,3
2016,10,353,6
2016,10,356,1
2016,10,358,3
2016,10,360,5
2016,10,361,4
2016,10,362,10
2016,10,368,17
2016,10,370,2
2016,10,371,11
2016,10,372,5
2016,10,374,4
2016,11,20,13
2016,11,76,2
2016,11,84,36
2016,11,114,31
2016,11,135,3
2016,11,164,1
2016,11,171,32
2016,11,182,41
2016,11,184,47
2016,11,188,1
2016,11,190,15
2016,11,200,85
2016,11,223,16
2016,11,224,2
2016,11,234,23
2016,11,244,5
2016,11,245,6
2016,11,246,25
2016,11,247,3
2016,11,251,2
2016,11,252,2
2016,11,264,22
2016,11,267,46
2016,11,281,9
2016,11,287,94
2016,11,288,1
2016,11,289,3
2016,11,290,6
2016,11,293,416
2016,11,297,24
2016,11,300,2
2016,11,312,1
2016,11,319,48
2016,11,321,9
2016,11,325,1
2016,11,328,2
2016,11,332,11
2016,11,333,9
2016,11,337,2
2016,11,339,164
2016,11,351,3
2016,11,352,2
2016,11,353,2
2016,11,358,3
2016,11,360,3
2016,11,361,11
2016,11,362,21
2016,11,368,21
2016,11,369,2
2016,11,371,5
2016,11,372,2
2016,11,373,5
2016,11,374,1
2016,11,375,1
2016,11,376,1
2016,11,380,3
2016,12,20,23
2016,12,21,2
2016,12,84,33
2016,12,114,70
2016,12,135,4
2016,12,171,39
2016,12,182,31
2016,12,184,25
2016,12,190,3
2016,12,200,69
2016,12,223,13
2016,12,224,4
2016,12,234,17
2016,12,244,5
2016,12,245,6
2016,12,246,17
2016,12,247,3
2016,12,251,5
2016,12,252,1
2016,12,264,19
2016,12,266,1
2016,12,267,25
2016,12,281,6
2016,12,287,52
2016,12,288,1
2016,12,289,3
2016,12,290,6
2016,12,293,278
2016,12,297,21
2016,12,319,31
2016,12,321,10
2016,12,325,2
2016,12,332,2
2016,12,333,9
2016,12,337,2
2016,12,339,156
2016,12,347,4
2016,12,351,2
2016,12,352,1
2016,12,353,1
2016,12,358,6
2016,12,360,6
2016,12,361,8
2016,12,362,5
2016,12,364,3
2016,12,368,21
2016,12,370,1
2016,12,371,3
2016,12,372,8
2016,12,373,9
2016,12,374,1
2016,12,375,3
2016,12,376,3
2016,12,378,1
2016,12,380,7
2017,1,20,9
2017,1,21,1
2017,1,76,1
2017,1,84,20
2017,1,114,50
2017,1,135,3
2017,1,163,1
2017,1,164,1
2017,1,171,47
2017,1,182,53
2017,1,184,48
2017,1,190,35
2017,1,200,107
2017,1,215,1
2017,1,223,20
2017,1,224,1
2017,1,234,22
2017,1,244,6
2017,1,245,3
2017,1,246,8
2017,1,247,1
2017,1,251,4
2017,1,264,23
2017,1,266,2
2017,1,267,22
2017,1,272,1
2017,1,281,2
2017,1,287,119
2017,1,288,4
2017,1,289,7
2017,1,290,4
2017,1,293,337
2017,1,297,17
2017,1,319,41
2017,1,321,7
2017,1,322,1
2017,1,328,1
2017,1,332,2
2017,1,333,10
2017,1,337,1
2017,1,339,147
2017,1,350,1
2017,1,351,21
2017,1,352,5
2017,1,353,17
2017,1,358,4
2017,1,360,8
2017,1,361,2
2017,1,362,15
2017,1,368,24
2017,1,371,16
2017,1,372,1
2017,1,373,10
2017,1,374,1
2017,1,375,4
2017,1,376,2
2017,1,378,4
2017,1,379,2
2017,1,380,6
2017,1,383,3
2017,2,20,12
2017,2,76,3
2017,2,84,20
2017,2,114,26
2017,2,135,16
2017,2,171,32
2017,2,182,46
2017,2,184,46
2017,2,190,14
2017,2,200,58
2017,2,223,20
2017,2,224,7
2017,2,234,16
2017,2,241,4
2017,2,244,2
2017,2,245,6
2017,2,246,16
2017,2,247,4
2017,2,251,11
2017,2,264,25
